"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","ADPT","ADPT_ATTRIBUTES","ASLP","ASLP_ATTRIBUTES","ASTP","ASTP_ATTRIBUTES","AWBT","AWBT_ATTRIBUTES","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYHF","DYHF_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYSD","DYSD_ATTRIBUTES","DYSN","DYSN_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HN01","HN01_ATTRIBUTES","HN02","HN02_ATTRIBUTES","HN03","HN03_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","HX01","HX01_ATTRIBUTES","HX02","HX02_ATTRIBUTES","HX03","HX03_ATTRIBUTES","LN01","LN01_ATTRIBUTES","LN02","LN02_ATTRIBUTES","LN03","LN03_ATTRIBUTES","LX01","LX01_ATTRIBUTES","LX02","LX02_ATTRIBUTES","LX03","LX03_ATTRIBUTES","MN01","MN01_ATTRIBUTES","MN02","MN02_ATTRIBUTES","MN03","MN03_ATTRIBUTES","MX01","MX01_ATTRIBUTES","MX02","MX02_ATTRIBUTES","MX03","MX03_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","RHAV","RHAV_ATTRIBUTES","RHMN","RHMN_ATTRIBUTES","RHMX","RHMX_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF1","WDF1_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WSF1","WSF1_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES"
"USW00024089","1959-04","42.89778","-106.47361","1621.1","CASPER NATRONA CO AIRPORT, WY US","","","","","","","","","","","0.0","0","0.0",",0","6",",0","2",",0","0",",0","3",",0","1",",0","0",",0","19",",0","1",",0","6",",0","0",",0","2","","","","19590412",",,0","19590419",",,0","19590418",",,0","1","","19590418",",,0","19590430",",,0","-10.6",",0,12,","178",",,0,19,","178",",,0,18,","13.2",",,0,18,","25.0",",0,30,","3843.8","0","","","","","","","383.2",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18.9",",,,0","","","","","","","227",",,,0","5.56",",0","13.29",",,,0","-2.17",",,,0","","","","","","","","","","","","","","","","","",""
"USW00024089","1959-05","42.89778","-106.47361","1621.1","CASPER NATRONA CO AIRPORT, WY US","","","","","","","","","","","0.3","0","0.3",",0","15",",0","6",",0","0",",0","0",",0","0",",0","0",",0","3",",0","0",",0","10",",0","0",",0","7","","","","19590508","+,,0","19590521",",,0","19590506",",,0","7","","19590503",",,0","19590501",",,0","0.0",",0,08,+","0",",T,0,21,","23",",,0,06,","23.6",",,0,03,","27.2",",0,01,","4092.6","0","","","","","","","248.8",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","50.6",",,,0","","","","","","","28",",,,0","10.32",",0","17.44",",,,0","3.20",",,,0","","","","","","","","","","","","","","","","","",""
"USW00024089","1959-06","42.89778","-106.47361","1621.1","CASPER NATRONA CO AIRPORT, WY US","","","","","","","","","","","65.8","0","65.5",",0","7",",0","4",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","26",",0","8",",0","1","","","","19590601",",,0","19590630","+,,0","19590630","+,,0","8","","19590628",",,0","19590624",",,0","3.9",",0,01,","0",",,0,30,+","0",",,0,30,+","23.9",",,0,28,","35.0",",0,24,","4128.7","0","","","","","","","36.1",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","45.6",",,,0","","","","","","","0",",,,0","19.31",",0","28.38",",,,0","10.24",",,,0","","","","","","","","","","","","","","","","","",""
"USW00024089","1959-07","42.89778","-106.47361","1621.1","CASPER NATRONA CO AIRPORT, WY US","","","","","","","","","","","166.1","0","100.3",",0","3",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","12",",0","","","","","19590708","+,,0","19590731","+,,0","19590731","+,,0","10","","19590703",",,0","19590724",",,0","3.9",",0,08,+","0",",,0,31,+","0",",,0,31,+","3.8",",,0,03,","37.8",",0,24,","13.7","0","","","","","","","13.7",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.9",",,,0","","","","","","","0",",,,0","21.13",",0","30.46",",,,0","11.79",",,,0","","","","","","","","","","","","","","","","","",""
"USW00024089","1959-08","42.89778","-106.47361","1621.1","CASPER NATRONA CO AIRPORT, WY US","","","","","","","","","","","264.1","0","98.0",",0","1",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","9",",0","","","","","19590815",",,0","19590831","+,,0","19590831","+,,0","2","","19590812",",,0","19590817","+,,0","6.7",",0,15,","0",",,0,31,+","0",",,0,31,+","5.8",",,0,12,","34.4",",0,17,+","20.9","0","","","","","","","7.2",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.8",",,,0","","","","","","","0",",,,0","21.26",",0","30.03",",,,0","12.49",",,,0","","","","","","","","","","","","","","","","","",""
"USW00024089","1959-09","42.89778","-106.47361","1621.1","CASPER NATRONA CO AIRPORT, WY US","","","","","","","","","","","293.8","0","29.7",",0","10",",0","8",",0","0",",0","0",",0","1",",0","0",",0","3",",0","0",",0","14",",0","2",",0","4","","","","19590930",",,0","19590928",",,0","19590928",",,0","2","","19590924",",,0","19590907",",,0","-4.4",",0,30,","0",",T,0,28,","25",",,0,28,","12.4",",,0,24,","33.3",",0,07,","197.2","0","","","","","","","176.3",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","50.4",",,,0","","","","","","","30",",,,0","13.45",",0","20.71",",,,0","6.19",",,,0","","","","","","","","","","","","","","","","","",""
"USW00024089","1959-10","42.89778","-106.47361","1621.1","CASPER NATRONA CO AIRPORT, WY US","","","","","","","","","","","293.8","0","0.0",",0","7",",0","4",",0","0",",0","1",",0","2",",0","0",",0","20",",0","1",",0","3",",0","0",",0","3","","","","19591030","+,,0","19591030",",,0","19591007",",,0","","","19591007",",,0","19591018","+,,0","-6.1",",0,30,+","25",",,0,30,","51",",,0,07,","4.6",",,0,07,","21.7",",0,18,+","564.6","0","","","","","","","367.4",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18.1",",,,0","","","","","","","105",",,,0","6.48",",0","13.72",",,,0","-0.75",",,,0","","","","","","","","","","","","","","","","","",""
"USW00024089","1959-11","42.89778","-106.47361","1621.1","CASPER NATRONA CO AIRPORT, WY US","","","","","","","","","","","293.8","0","0.0",",0","7",",0","0",",0","0",",0","6",",0","2",",0","4",",0","26",",0","6",",0","0",",0","0",",0","1","","","","19591116",",,0","19591114","+,,0","19591112",",,0","","","19591123",",,0","19591102",",,0","-23.9",",0,16,","51",",,0,14,+","33",",,0,12,","2.3",",,0,23,","17.8",",0,02,","1137.8","0","","","","","","","573.2",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.1",",,,0","","","","","","","112",",,,0","-0.78",",0","6.82",",,,0","-8.37",",,,0","","","","","","","","","","","","","","","","","",""
"USW00024089","1959-12","42.89778","-106.47361","1621.1","CASPER NATRONA CO AIRPORT, WY US","","","","","","","","","","","293.8","0","0.0",",0","4",",0","1",",0","0",",0","3",",0","3",",0","0",",0","30",",0","6",",0","0",",0","0",",0","1","","","","19591204",",,0","19591204",",,0","19591231",",,0","","","19591203",",,0","19591203","+,,0","-16.7",",0,04,","51",",,0,04,","51",",,0,31,","2.5",",,0,03,","12.2",",0,03,+","1735.2","0","","","","","","","597.4",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.3",",,,0","","","","","","","121",",,,0","-0.94",",0","5.48",",,,0","-7.35",",,,0","","","","","","","","","","","","","","","","","",""
"USW00024089","1960-01","42.89778","-106.47361","1621.1","CASPER NATRONA CO AIRPORT, WY US","","","","","","","","","","","0.0","0","0.0",",0","7",",0","4",",0","0",",0","20",",0","4",",0","6",",0","31",",0","12",",0","0",",0","0",",0","3","","","","19600102",",,0","19600119","+,,0","19600116",",,0","","","19600116",",,0","19600129","+,,0","-23.9",",0,02,","127",",,0,19,+","89",",,0,16,","4.8",",,0,16,","7.2",",0,29,+","2473.9","0","","","","","","","738.7",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18.1",",,,0","","","","","","","275",",,,0","-5.50",",0","-0.60",",,,0","-10.39",",,,0","","","","","","","","","","","","","","","","","",""
"USW00024089","1960-02","42.89778","-106.47361","1621.1","CASPER NATRONA CO AIRPORT, WY US","","","","","","","","","","","0.0","0","0.0",",0","13",",0","1",",0","0",",0","16",",0","3",",0","9",",0","29",",0","14",",0","0",",0","0",",0","8","","","","19600227",",,0","19600229","+,,0","19600209",",,0","","","19600209",",,0","19600208",",,0","-28.3",",0,27,","76",",,0,29,+","89",",,0,09,","8.9",",,0,09,","6.7",",0,08,","3223.6","0","","","","","","","749.7",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21.8",",,,0","","","","","","","303",",,,0","-7.52",",0","-1.88",",,,0","-13.15",",,,0","","","","","","","","","","","","","","","","","",""
"USW00024089","1960-03","42.89778","-106.47361","1621.1","CASPER NATRONA CO AIRPORT, WY US","","","","","","","","","","","0.0","0","0.0",",0","8",",0","1",",0","0",",0","7",",0","1",",0","4",",0","25",",0","6",",0","2",",0","0",",0","4","","","","19600303",",,0","19600305","+,,0","19600331",",,0","1","","19600331",",,0","19600327","+,,0","-28.3",",0,03,","76",",,0,05,+","69",",,0,31,","7.1",",,0,31,","21.1",",0,27,+","3770.9","0","","","","","","","547.3",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.7",",,,0","","","","","","","131",",,,0","0.68",",0","7.31",",,,0","-5.95",",,,0","","","","","","","","","","","","","","","","","",""
"USW00024089","1960-04","42.89778","-106.47361","1621.1","CASPER NATRONA CO AIRPORT, WY US","","","","","","","","","","","0.0","0","0.0",",0","7",",0","3",",0","0",",0","1",",0","2",",0","0",",0","20",",0","0",",0","6",",0","0",",0","2","","","","19600417",",,0","19600417",",,0","19600416",",,0","2","","19600416",",,0","19600421",",,0","-8.9",",0,17,","76",",,0,17,","175",",,0,16,","11.7",",,0,16,","24.4",",0,21,","4117.4","0","","","","","","","346.5",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.9",",,,0","","","","","","","246",",,,0","6.78",",0","14.90",",,,0","-1.33",",,,0","","","","","","","","","","","","","","","","","",""
"USW00024089","1960-05","42.89778","-106.47361","1621.1","CASPER NATRONA CO AIRPORT, WY US","","","","","","","","","","","1.1","0","1.1",",0","6",",0","2",",0","0",",0","0",",0","0",",0","0",",0","5",",0","0",",0","17",",0","0",",0","2","","","","19600520","+,,0","19600505",",,0","19600505",",,0","4","","19600504",",,0","19600512",",,0","-1.1",",0,20,+","0",",T,0,05,","0",",T,0,05,","5.6",",,0,04,","30.6",",0,12,","4315.7","0","","","","","","","198.3",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.3",",,,0","","","","","","","0",",T,,0","11.97",",0","20.40",",,,0","3.55",",,,0","","","","","","","","","","","","","","","","","",""
"USW00024089","1960-06","42.89778","-106.47361","1621.1","CASPER NATRONA CO AIRPORT, WY US","","","","","","","","","","","26.6","0","25.5",",0","8",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","27",",0","2",",0","","","","","19600621",",,0","19600630","+,,0","19600630","+,,0","8","","19600611",",,0","19600625",",,0","2.8",",0,21,","0",",,0,30,+","0",",,0,30,+","3.8",",,0,11,","33.9",",0,25,","4363.1","0","","","","","","","47.4",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.1",",,,0","","","","","","","0",",,,0","17.60",",0","26.45",",,,0","8.76",",,,0","","","","","","","","","","","","","","","","","",""
"USW00024089","1960-07","42.89778","-106.47361","1621.1","CASPER NATRONA CO AIRPORT, WY US","","","","","","","","","","","142.7","0","116.1",",0","6",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","14",",0","","","","","19600706",",,0","19600731","+,,0","19600731","+,,0","9","","19600704",",,0","19600723","+,,0","9.4",",0,06,","0",",,0,31,+","0",",,0,31,+","6.4",",,0,04,","35.6",",0,23,+","6.4","0","","","","","","","6.4",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15.0",",,,0","","","","","","","0",",,,0","21.87",",0","30.77",",,,0","12.97",",,,0","","","","","","","","","","","","","","","","","",""
"USW00024089","1960-08","42.89778","-106.47361","1621.1","CASPER NATRONA CO AIRPORT, WY US","","","","","","","","","","","217.4","0","74.7",",0","1",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","28",",0","9",",0","1","","","","19600828",",,0","19600831","+,,0","19600831","+,,0","2","","19600817",",,0","19600821","+,,0","3.3",",0,28,","0",",,0,31,+","0",",,0,31,+","14.5",",,0,17,","35.0",",0,21,+","42.6","0","","","","","","","36.2",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.5",",,,0","","","","","","","0",",,,0","19.57",",0","28.53",",,,0","10.62",",,,0","","","","","","","","","","","","","","","","","",""
"USW00024089","1960-09","42.89778","-106.47361","1621.1","CASPER NATRONA CO AIRPORT, WY US","","","","","","","","","","","251.3","0","33.9",",0","7",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","21",",0","3",",0","","","","","19600930","+,,0","19600930","+,,0","19600930","+,,0","4","","19600922","+,,0","19600904",",,0","2.2",",0,30,+","0",",,0,30,+","0",",,0,30,+","3.0",",,0,22,+","33.9",",0,04,","148.1","0","","","","","","","105.5",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.3",",,,0","","","","","","","0",",,,0","15.95",",0","23.78",",,,0","8.11",",,,0","","","","","","","","","","","","","","","","","",""
"USW00024089","1960-10","42.89778","-106.47361","1621.1","CASPER NATRONA CO AIRPORT, WY US","","","","","","","","","","","251.3","0","0.0",",0","4",",0","1",",0","0",",0","0",",0","1",",0","0",",0","12",",0","0",",0","8",",0","0",",0","3","","","","19601015",",,0","19601030",",,0","19601029",",,0","1","","19601009",",,0","19601007",",,0","-6.7",",0,15,","0",",T,0,30,","28",",,0,29,","4.1",",,0,09,","26.1",",0,07,","449.4","0","","","","","","","301.3",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.9",",,,0","","","","","","","41",",,,0","8.61",",0","16.06",",,,0","1.17",",,,0","","","","","","","","","","","","","","","","","",""
"USW00024089","1960-11","42.89778","-106.47361","1621.1","CASPER NATRONA CO AIRPORT, WY US","","","","","","","","","","","251.3","0","0.0",",0","9",",0","3",",0","0",",0","12",",0","6",",0","0",",0","25",",0","4",",0","0",",0","0",",0","3","","","","19601128",",,0","19601105","+,,0","19601103",",,0","","","19601103",",,0","19601125",",,0","-16.7",",0,28,","178",",,0,05,+","137",",,0,03,","9.9",",,0,03,","15.0",",0,25,","971.6","0","","","","","","","522.2",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.2",",,,0","","","","","","","438",",,,0","0.93",",0","6.29",",,,0","-4.44",",,,0","","","","","","","","","","","","","","","","","",""
"USW00024089","1960-12","42.89778","-106.47361","1621.1","CASPER NATRONA CO AIRPORT, WY US","","","","","","","","","","","251.3","0","0.0",",0","8",",0","1",",0","0",",0","10",",0","2",",0","1",",0","29",",0","9",",0","0",",0","0",",0","","","","","19601206",",,0","19601227",",,0","19601226",",,0","","","19601226",",,0","19601202",",,0","-19.4",",0,06,","127",",,0,27,","112",",,0,26,","5.8",",,0,26,","12.8",",0,02,","1651.4","0","","","","","","","679.8",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.0",",,,0","","","","","","","214",",,,0","-3.60",",0","2.16",",,,0","-9.35",",,,0","","","","","","","","","","","","","","","","","",""
"USW00024089","1961-01","42.89778","-106.47361","1621.1","CASPER NATRONA CO AIRPORT, WY US","","","","","","","","","","","0.0","0","0.0",",0","1",",0","0",",0","0",",0","6",",0","1",",0","2",",0","29",",0","8",",0","0",",0","0",",0","","","","","19610127",",,0","19610119","+,,0","19610118",",,0","","","19610118",",,0","19610131",",,0","-20.6",",0,27,","25",",,0,19,+","33",",,0,18,","1.0",",,0,18,","11.7",",0,31,","2277.3","0","","","","","","","625.9",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.0",",,,0","","","","","","","41",",,,0","-1.86",",0","3.60",",,,0","-7.32",",,,0","","","","","","","","","","","","","","","","","",""
"USW00024089","1961-02","42.89778","-106.47361","1621.1","CASPER NATRONA CO AIRPORT, WY US","","","","","","","","","","","0.0","0","0.0",",0","6",",0","3",",0","0",",0","11",",0","4",",0","0",",0","26",",0","4",",0","0",",0","0",",0","3","","","","19610205",",,0","19610205",",,0","19610222",",,0","","","19610222",",,0","19610211",",,0","-13.3",",0,05,","76",",,0,05,","58",",,0,22,","3.6",",,0,22,","12.8",",0,11,","2800.6","0","","","","","","","523.3",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.0",",,,0","","","","","","","195",",,,0","-0.36",",0","5.18",",,,0","-5.89",",,,0","","","","","","","","","","","","","","","","","",""
"USW00024089","1961-03","42.89778","-106.47361","1621.1","CASPER NATRONA CO AIRPORT, WY US","","","","","","","","","","","0.0","0","0.0",",0","10",",0","4",",0","0",",0","5",",0","3",",0","0",",0","26",",0","2",",0","0",",0","0",",0","4","","","","19610329",",,0","19610329",",,0","19610327",",,0","1","","19610317",",,0","19610323","+,,0","-11.7",",0,29,","127",",,0,29,","86",",,0,27,","8.9",",,0,17,","19.4",",0,23,+","3283.1","0","","","","","","","482.5",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29.6",",,,0","","","","","","","216",",,,0","2.77",",0","9.05",",,,0","-3.51",",,,0","","","","","","","","","","","","","","","","","",""
"USW00024089","1961-04","42.89778","-106.47361","1621.1","CASPER NATRONA CO AIRPORT, WY US","","","","","","","","","","","0.0","0","0.0",",0","12",",0","3",",0","0",",0","3",",0","1",",0","0",",0","21",",0","1",",0","3",",0","0",",0","2","","","","19610408","+,,0","19610408",",,0","19610407",",,0","1","","19610419",",,0","19610419",",,0","-8.3",",0,08,+","51",",,0,08,","48",",,0,07,","9.9",",,0,19,","22.8",",0,19,","3683.8","0","","","","","","","400.7",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24.3",",,,0","","","","","","","122",",,,0","4.98",",0","11.86",",,,0","-1.91",",,,0","","","","","","","","","","","","","","","","","",""
"USW00024089","1961-05","42.89778","-106.47361","1621.1","CASPER NATRONA CO AIRPORT, WY US","","","","","","","","","","","3.1","0","3.1",",0","7",",0","2",",0","0",",0","0",",0","0",",0","0",",0","3",",0","0",",0","14",",0","0",",0","5","","","","19610507",",,0","19610531","+,,0","19610531","+,,0","7","","19610512",",,0","19610510",",,0","-1.7",",0,07,","0",",,0,31,+","0",",,0,31,+","9.9",",,0,12,","29.4",",0,10,","3869.8","0","","","","","","","186.0",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18.0",",,,0","","","","","","","0",",,,0","12.43",",0","19.63",",,,0","5.23",",,,0","","","","","","","","","","","","","","","","","",""
"USW00024089","1961-06","42.89778","-106.47361","1621.1","CASPER NATRONA CO AIRPORT, WY US","","","","","","","","","","","60.7","0","57.6",",0","6",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","26",",0","5",",0","1","","","","19610607",",,0","19610630","+,,0","19610630","+,,0","11","","19610602",",,0","19610629","+,,0","6.1",",0,07,","0",",,0,30,+","0",",,0,30,+","6.1",",,0,02,","35.0",",0,29,+","3909.9","0","","","","","","","40.1",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.8",",,,0","","","","","","","0",",,,0","18.92",",0","27.09",",,,0","10.75",",,,0","","","","","","","","","","","","","","","","","",""
"USW00024089","1961-07","42.89778","-106.47361","1621.1","CASPER NATRONA CO AIRPORT, WY US","","","","","","","","","","","165.9","0","105.2",",0","6",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","29",",0","9",",0","","","","","19610712",",,0","19610731","+,,0","19610731","+,,0","8","","19610706",",,0","19610703",",,0","7.8",",0,12,","0",",,0,31,+","0",",,0,31,+","20.1",",,0,06,","34.4",",0,03,","13.9","0","","","","","","","13.9",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30.8",",,,0","","","","","","","0",",,,0","21.28",",0","29.43",",,,0","13.13",",,,0","","","","","","","","","","","","","","","","","",""
"USW00024089","1961-08","42.89778","-106.47361","1621.1","CASPER NATRONA CO AIRPORT, WY US","","","","","","","","","","","288.6","0","122.7",",0","5",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","9",",0","","","","","19610811",",,0","19610831","+,,0","19610831","+,,0","6","","19610812",",,0","19610806",",,0","10.0",",0,11,","0",",,0,31,+","0",",,0,31,+","0.8",",,0,12,","35.6",",0,06,","13.9","0","","","","","","","0.0",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.2",",,,0","","","","","","","0",",,,0","22.29",",0","30.41",",,,0","14.17",",,,0","","","","","","","","","","","","","","","","","",""
"USW00024089","1961-09","42.89778","-106.47361","1621.1","CASPER NATRONA CO AIRPORT, WY US","","","","","","","","","","","292.2","0","3.6",",0","13",",0","9",",0","0",",0","3",",0","2",",0","0",",0","7",",0","0",",0","12",",0","0",",0","1","","","","19610930","+,,0","19610924",",,0","19610929",",,0","4","","19610921",",,0","19610916","+,,0","-4.4",",0,30,+","51",",,0,24,","69",",,0,29,","12.2",",,0,21,","28.9",",0,16,+","244.1","0","","","","","","","230.2",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","62.3",",,,0","","","","","","","160",",,,0","10.78",",0","17.96",",,,0","3.61",",,,0","","","","","","","","","","","","","","","","","",""
"USW00024089","1961-10","42.89778","-106.47361","1621.1","CASPER NATRONA CO AIRPORT, WY US","","","","","","","","","","","292.2","0","0.0",",0","6",",0","3",",0","0",",0","5",",0","2",",0","0",",0","15",",0","2",",0","7",",0","0",",0","4","","","","19611029",",,0","19611030",",,0","19611028",",,0","","","19611028","+,,0","19611015","+,,0","-10.6",",0,29,","102",",,0,30,","56",",,0,28,","12.2",",,0,28,+","23.3",",0,15,+","593.0","0","","","","","","","348.9",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","28.5",",,,0","","","","","","","135",",,,0","7.08",",0","13.83",",,,0","0.32",",,,0","","","","","","","","","","","","","","","","","",""
"USW00024089","1961-11","42.89778","-106.47361","1621.1","CASPER NATRONA CO AIRPORT, WY US","","","","","","","","","","","292.2","0","0.0",",0","9",",0","2",",0","0",",0","14",",0","3",",0","0",",0","23",",0","6",",0","0",",0","0",",0","3","","","","19611117",",,0","19611105","+,,0","19611111",",,0","2","","19611111",",,0","19611110",",,0","-16.7",",0,17,","76",",,0,05,+","46",",,0,11,","3.0",",,0,11,","11.7",",0,10,","1171.6","0","","","","","","","578.6",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.2",",,,0","","","","","","","178",",,,0","-0.95",",0","4.54",",,,0","-6.44",",,,0","","","","","","","","","","","","","","","","","",""
"USW00024089","1961-12","42.89778","-106.47361","1621.1","CASPER NATRONA CO AIRPORT, WY US","","","","","","","","","","","292.2","0","0.0",",0","10",",0","2",",0","0",",0","19",",0","3",",0","5",",0","31",",0","15",",0","0",",0","0",",0","","","","","19611210",",,0","19611219",",,0","19611218","+,,0","","","19611203",",,0","19611203","+,,0","-27.8",",0,10,","127",",,0,19,","97",",,0,18,+","5.6",",,0,03,","10.0",",0,03,+","1918.8","0","","","","","","","747.2",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15.8",",,,0","","","","","","","299",",,,0","-5.77",",0","-0.38",",,,0","-11.16",",,,0","","","","","","","","","","","","","","","","","",""
"USW00024089","1962-01","42.89778","-106.47361","1621.1","CASPER NATRONA CO AIRPORT, WY US","","","","","","","","","","","0.0","0","0.0",",0","8",",0","4",",0","0",",0","23",",0","5",",0","12",",0","31",",0","16",",0","0",",0","0",",0","2","","","","19620109",",,0","19620122","+,,0","19620120",",,0","","","19620120",",,0","19620131",",,0","-34.4",",0,09,","178",",,0,22,+","107",",,0,20,","5.8",",,0,20,","8.9",",0,31,","2774.1","0","","","","","","","855.3",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21.6",",,,0","","","","","","","411",",,,0","-9.26",",0","-3.69",",,,0","-14.82",",,,0","","","","","","","","","","","","","","","","","",""
"USW00024089","1962-02","42.89778","-106.47361","1621.1","CASPER NATRONA CO AIRPORT, WY US","","","","","","","","","","","0.0","0","0.0",",0","13",",0","1",",0","0",",0","9",",0","1",",0","6",",0","22",",0","10",",0","0",",0","0",",0","7","","","","19620223",",,0","19620228","+,,0","19620222",",,0","","","19620222",",,0","19620211",",,0","-25.6",",0,23,","102",",,0,28,+","107",",,0,22,","3.6",",,0,22,","18.3",",0,11,","3371.2","0","","","","","","","597.1",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.4",",,,0","","","","","","","248",",,,0","-2.99",",0","2.39",",,,0","-8.38",",,,0","","","","","","","","","","","","","","","","","",""
"USW00024089","1962-03","42.89778","-106.47361","1621.1","CASPER NATRONA CO AIRPORT, WY US","","","","","","","","","","","0.0","0","0.0",",0","9",",0","2",",0","0",",0","13",",0","3",",0","3",",0","29",",0","7",",0","0",",0","0",",0","3","","","","19620313",",,0","19620311",",,0","19620310",",,0","","","19620310",",,0","19620327",",,0","-19.4",",0,13,","76",",,0,11,","58",",,0,10,","4.8",",,0,10,","17.8",",0,27,","3970.4","0","","","","","","","599.2",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.0",",,,0","","","","","","","203",",,,0","-1.00",",0","5.04",",,,0","-7.03",",,,0","","","","","","","","","","","","","","","","","",""
"USW00024089","1962-04","42.89778","-106.47361","1621.1","CASPER NATRONA CO AIRPORT, WY US","","","","","","","","","","","0.3","0","0.3",",0","5",",0","2",",0","0",",0","1",",0","0",",0","0",",0","16",",0","0",",0","9",",0","0",",0","","","","","19620401",",,0","19620401",",,0","19620421",",,0","","","19620421",",,0","19620420","+,,0","-7.2",",0,01,","51",",,0,01,","15",",,0,21,","14.5",",,0,21,","27.2",",0,20,+","4276.5","0","","","","","","","306.1",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23.7",",,,0","","","","","","","28",",,,0","8.14",",0","16.26",",,,0","0.02",",,,0","","","","","","","","","","","","","","","","","",""
